2019-07-11 09:12:32.901 [main] INFO  SapformServiceApplication - No active profile set, falling back to default profiles: default
2019-07-11 09:12:50.587 [main] INFO  DruidDataSource - {dataSource-1} inited
2019-07-11 09:12:52.802 [main] INFO  AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@558575fe: startup date [Thu Jul 11 09:12:52 GMT+08:00 2019]; parent: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@63716833
2019-07-11 09:12:52.817 [main] INFO  AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-07-11 09:12:55.056 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/testCodeGenerator/{key}],methods=[GET]}" onto public java.lang.String com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.test(java.lang.String)
2019-07-11 09:12:55.056 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/{bipId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.getBPCPermissionOrder(java.lang.String)
2019-07-11 09:12:55.056 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/fuzzyUserDetailSearch/{searchKey}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.fuzzyUserDetailSearch(java.lang.String)
2019-07-11 09:12:55.056 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/orderDetail/{orderId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.getOrderDetailByOrderId(java.lang.String)
2019-07-11 09:12:55.056 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/modify],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.postBPCPermissionOrder(com.bgy.ofa.sapformapi.vo.BPCPermissionOrder)
2019-07-11 09:12:55.056 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.putBPCPermissionOrder(com.bgy.ofa.sapformapi.vo.BPCPermissionOrder)
2019-07-11 09:12:55.066 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/{orderId}],methods=[DELETE]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.deleteBPCPermissionOrder(java.lang.String)
2019-07-11 09:12:55.066 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/reApprovedSapPermission/{orderId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.sapApprovedPermisson(java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/userDetailMsg/{bipId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.getUserDetailMsg(java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/getYsdw],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.getYsdw()
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/processHandler],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.processHandler(java.lang.String,java.lang.String,java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/bpc-am-service/search],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BPCPermissionOrderController.getBPCPermissionOrderByConditions(com.bgy.ofa.sapformapi.vo.BPCPermissionOrder,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/order],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.order(com.bgy.ofa.sapformservice.entity.dto.BSPOrderDTO)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/mark]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.mark(java.lang.String,java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/getLogisticsByDocumentNo]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.getLogisticsByDocumentNo(java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/getSelectedFormId],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.getSelectedFormId()
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/markSelectFormId],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.markSelectFormId(java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/logisticsInfo]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.logisticsInfo(java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/delAddress/{id}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.delAddress(java.lang.String)
2019-07-11 09:12:55.067 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/saveAddress],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.saveAddress(com.bgy.ofa.sapformservice.entity.dto.BSPAddressDTO)
2019-07-11 09:12:55.071 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/waybillRoute/{orderId}]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.getWaybillRoute(java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/aliasList],methods=[GET]}" onto com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.aliasList(java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/addressPage],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.addressPage(com.bgy.ofa.sapformservice.entity.dto.BSPAddressDTO,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/unmark]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.unmark(java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/cancelOrder/{mailno}]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.BSPController.cancelOrder(java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/bsp/notify],methods=[POST]}" onto public void com.bgy.ofa.sapformservice.controller.external.BSPExternalController.notify(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/k2/process_data/receive],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.K2ProcessDataController.receive(com.bgy.ofa.sapformservice.entity.dto.K2ProcessDataDTO,java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform-am-service/sapModify],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapFormAutoPermissionController.sapModifyFormAmPermissionOrder(com.bgy.ofa.sapformservice.entity.dto.SapFormAmPermissionOrderEsbDTO,java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform-am-service/getAutoPermission/{orderId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapFormAutoPermissionController.getSapFormAmPermissionOrderByOrderId(java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/path/{filen}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapFormDownController.path(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/uploadFile],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.bgy.ofa.sapformservice.controller.external.SapFormDownController.uploadFile(org.springframework.web.multipart.MultipartFile,javax.servlet.http.HttpServletRequest) throws java.lang.IllegalStateException,java.io.IOException
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/download/{filename}],methods=[GET]}" onto public void com.bgy.ofa.sapformservice.controller.external.SapFormDownController.download(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapfcaccount/querysapfcaccountbyidexternal/{orderId}],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFcAccountExternalController.querySapFcAccountByIdExternal(java.lang.String)
2019-07-11 09:12:55.076 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapfcaccount/updsapfcaccountallexternal],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFcAccountExternalController.updSapFcAccountAllExternal(com.bgy.ofa.sapformservice.entity.dto.SapformFcAccountParentDTO,java.lang.String,java.lang.String)
2019-07-11 09:12:55.086 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapfcaccount/updsapfcaccountexternal],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapformFcAccountExternalController.updSapFcAccountExternal(com.bgy.ofa.sapformservice.entity.dto.SapFormEsbDTO,java.lang.String)
2019-07-11 09:12:55.087 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapfcaccount/getCurrnetNodeId/{docId}],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFcAccountExternalController.getCurrnetNodeId(java.lang.String)
2019-07-11 09:12:55.087 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapformfpcorporate/getfpcorporatebyidexternal/{orderId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFpCorporateExternalController.getFpCorporateByIdExternal(java.lang.String)
2019-07-11 09:12:55.087 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapformfpcorporate/updfpcorporateexternal],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFpCorporateExternalController.updFpCorporateExternal(com.bgy.ofa.sapformservice.entity.dto.SapformFpCorporateDTO,java.lang.String)
2019-07-11 09:12:55.091 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapformFpInvoiceController/getfpinvoicebyidexternal/{orderId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFpInvoiceExternalController.getfpinvoicebyidexternal(java.lang.String)
2019-07-11 09:12:55.091 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sapformFpInvoiceController/updfpinvoiceexternal],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformFpInvoiceExternalController.updfpinvoiceexternal(com.bgy.ofa.sapformservice.entity.dto.SapformFpInvoiceDTO,java.lang.String)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sd/add],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapformSdExternalController.add(com.bgy.ofa.sapformservice.entity.dto.SapFormEsbDTO,java.lang.String)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sd/message],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapformSdExternalController.message(com.bgy.ofa.sapformservice.entity.dto.SapFormEsbDTO)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/sd/updateStatus],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapformSdExternalController.updateApprovalStatus(com.bgy.ofa.sapformservice.entity.dto.SapFormEsbDTO)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/ztcustocenter/updztcustocenterallexternal],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformZtCustoCenterExternalController.updZtCustoCenterAllExternal(com.bgy.ofa.sapformservice.entity.dto.SapformZtCustoCenterSaveDTO,java.lang.String,java.lang.String)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/ztcustocenter/updztcustocenterexternal],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapformZtCustoCenterExternalController.updZtCustoCenterExternal(com.bgy.ofa.sapformservice.entity.dto.SapFormEsbDTO,java.lang.String)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/ztcustocenter/queryztcustocenterbyidexternal/{orderId}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformZtCustoCenterExternalController.querYztCustocenterByIdExternal(java.lang.String)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/zzreverseaccountexternal/updsapzzreverseaccountexternal],methods=[POST]}" onto public com.bgy.ofa.sapformservice.entity.vo.K2ProcessDataVO com.bgy.ofa.sapformservice.controller.external.SapformZzReverseAccountExternalController.updSapFcAccountExternal(com.bgy.ofa.sapformservice.entity.dto.SapFormEsbDTO,java.lang.String)
2019-07-11 09:12:55.096 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/zzreverseaccountexternal/queryzzreverseaccountlistbyid/{cid}],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SapformZzReverseAccountExternalController.queryZzReverseAccountListById(java.lang.String)
2019-07-11 09:12:55.103 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/commit],methods=[POST]}" onto public void com.bgy.ofa.sapformservice.controller.external.SgController.commit()
2019-07-11 09:12:55.103 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/yxbaseinfo],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getYxBaseInfo()
2019-07-11 09:12:55.103 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getckfzr],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getCkfzr(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.103 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getqgbm],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getQgbm(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.103 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/tabledata],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getTableData(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.106 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getkczz],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getKczz(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.106 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/baseinfo],methods=[GET]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getBaseInfo()
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getbmfzr],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getBmfzr(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/excel/dcfylmodel],methods=[GET]}" onto public void com.bgy.ofa.sapformservice.controller.external.SgController.dcFylModel(javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getchbm],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getChbm(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/excel/dcgdzcmodel],methods=[GET]}" onto public void com.bgy.ofa.sapformservice.controller.external.SgController.dcGdzcModel(javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getgcyt],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getGcyt(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getyszydw],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getYszydw(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getsght],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getSght(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getfylx],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getFylx(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getxqck],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getXqck(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/excel/yxmodel],methods=[GET]}" onto public void com.bgy.ofa.sapformservice.controller.external.SgController.yxModel(javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/getyszybm],methods=[POST]}" onto public com.bgy.ofa.utils.apiresult.AbstractApiResult com.bgy.ofa.sapformservice.controller.external.SgController.getYszybm(java.lang.String,com.bgy.ofa.db.page.PageParam)
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/importdcexcel],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.bgy.ofa.sapformservice.controller.external.SgController.importDcExcel(org.springframework.web.multipart.MultipartFile,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
2019-07-11 09:12:55.107 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/importyxexcel],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.bgy.ofa.sapformservice.controller.external.SgController.importYxExcel(org.springframework.web.multipart.MultipartFile,java.lang.String,java.lang.String) throws java.lang.Exception
2019-07-11 09:12:55.117 [main] INFO  RequestMappingHandlerMapping - Mapped "{[/sapform/excel/dccblmodel],methods=[GET]}" onto public void com.bgy.ofa.sapformservice.controller.external.SgController.dcCblModel(javax.servlet.http.HttpServletResponse) throws java.lang.Exception
